DIA,MES,ANO,SRAD,TMAX,TMIN,RAIN,EVAP,WIND,SUNH,RHUM
6,NOV,2005,24.7,32.9,17.9,  0.0,7.05,199.2,   70, 71
7,NOV,2005,19.0,30.9,20.0, 13.6,6.59,314.4,66.15, 82
8,NOV,2005,21.3,26.4,16.8,  0.0,7.23,398.4,63.85, 81
9,NOV,2005,21.5,28.2,15.9,  0.0,6.68,343.2,59.23, 77
10,NOV,2005, 8.7,24.0,17.0,  0.0, 3.4,350.4, 6.92, 81
11,NOV,2005,22.6,28.0,13.4,  0.0,5.68,220.8,59.23, 73
12,NOV,2005,19.4,28.8,15.8,  0.0,5.96,182.4,43.51, 74
13,NOV,2005,25.2,30.6,14.5,  0.0,7.06,141.6,71.76, 72
14,NOV,2005,23.5,31.4,16.1,  0.1,6.17,153.6,63.36, 74
15,NOV,2005,21.3,32.8,16.9,  6.5, 2.2,112.8,52.67, 71
16,NOV,2005,22.5,35.2,17.8,  5.1, 6.3,194.4,67.18, 69
17,NOV,2005,12.3,32.2,19.8,  0.7,4.18,187.2,12.21, 88
18,NOV,2005,15.6,30.0,19.4,  0.6,3.21, 88.8,12.12, 88
19,NOV,2005, 8.8,25.9,19.6, 34.1, -99, 67.2,    0, 91
20,NOV,2005,17.7,27.8,17.4,  0.0,2.17,256.8,34.85, 81
21,NOV,2005,25.7,31.6,15.3,  0.0,6.54,208.8,84.85, 71
22,NOV,2005,16.7,33.1,15.4,  2.8, 4.6,139.2,39.39, 86
23,NOV,2005,17.2,31.8,19.4,  0.0,4.55,220.8,23.48, 87
24,NOV,2005,15.5,32.0,19.5,  0.6,5.58,218.4,35.61, 87
25,NOV,2005, 8.4,25.6,21.5, 28.5, -99,182.4,    0, 95
26,NOV,2005,12.1,22.9,16.0,  0.0,2.63,352.8, 7.52, 86
27,NOV,2005,28.1,29.2,14.4,  0.0, 7.6,364.8,84.21, 70
28,NOV,2005,22.0,31.2,15.4,  0.0,6.19,  192, 59.4, 74
29,NOV,2005,18.5,31.3,18.6,  0.0, 4.8,237.6, 40.6, 80
30,NOV,2005,13.3,27.6,21.1, 14.0,2.18,244.8, 3.01, 95
1,DEZ,2005,11.1,28.2,19.9, 34.9,3.92,211.2, 6.77, 94
2,DEZ,2005, 5.4,23.8,19.5,  8.7, 0.4,285.6,12.78, 90
3,DEZ,2005,20.0,26.0,16.6,  0.0,3.97,364.8,42.86, 80
4,DEZ,2005,24.3,30.2,14.2,  0.0, 4.4,100.8,63.16, 75
5,DEZ,2005, 5.4,26.8,18.4,  7.2,1.44,177.6,    0, 93
6,DEZ,2005,14.0,29.0,20.3,  2.0,3.49,326.4,14.29, 90
7,DEZ,2005,22.1,26.5,18.9,  0.0,8.85,  420,53.38, 73
8,DEZ,2005,25.4,28.6,16.5,  0.0,6.29,165.6,67.91, 80
9,DEZ,2005,22.2,30.6,16.8,  0.0,5.35,   60,52.99, 77
10,DEZ,2005,18.6,32.1,21.0,  0.0, 7.4,184.8,36.57, 78
11,DEZ,2005,14.3,26.3,18.6,  4.6,1.07,367.2,15.67, 82
12,DEZ,2005,14.3,26.6,18.0,  0.0, 4.9,304.8,11.94, 83
13,DEZ,2005,20.3,30.2,16.5,  0.0,   6,266.4,50.75, 77
14,DEZ,2005,23.3,30.2,17.4,  0.0,6.98,  324,47.76, 80
15,DEZ,2005,20.7,31.1,14.1,  0.0,4.94,172.8,44.78, 72
16,DEZ,2005,17.6,30.2,16.0,  3.3, 3.9,112.8,31.34, 80
17,DEZ,2005,18.0,29.6,20.1,  9.2, -99,  228,33.58, 79
18,DEZ,2005,12.4,27.7,18.6, 14.6, -99,146.4, 6.72, 94
19,DEZ,2005,18.5,28.8,18.3,  0.5,4.05,  192,35.82, 86
20,DEZ,2005,21.5,31.7,13.7,  0.0,6.66,213.6,47.01, 77
21,DEZ,2005,18.5,31.8,18.9,  8.0,4.87,134.4,42.54, 83
22,DEZ,2005,21.3,31.2,19.2,  0.0,1.63, 86.4,49.25, 89
23,DEZ,2005,25.7,32.3,19.0,  0.0,7.32,103.2, 69.4, 76
24,DEZ,2005,13.3,31.2,20.2,  3.7,4.82,103.2,11.19, 92
25,DEZ,2005,22.8,30.4,19.1,  0.0,6.35,  300,55.97, 83
26,DEZ,2005,25.0,30.0,16.9,  0.0,7.25,261.6,66.42, 76
27,DEZ,2005,23.8,29.7,16.9,  0.0,7.62,242.4,60.45, 79
28,DEZ,2005,26.0,30.4,16.0,  0.0,7.81,271.2, 70.9, 74
29,DEZ,2005,25.0,32.0,15.5,  0.0,6.87,148.8,66.42, 75
30,DEZ,2005,16.3,30.9,19.0,  0.1,4.52,146.4,25.37, 84
31,DEZ,2005,17.6,29.5,18.5, 30.3, -99,122.4,31.34, 91
1,JAN,2006, 8.6,26.2,19.4,32.0,1.73, 88.8,    0, 88
2,JAN,2006,15.4,28.2,19.7,44.3, -99,273.6,27.61, 73
3,JAN,2006,14.4,29.6,18.5,20.0, -99,206.4,18.66, 97
4,JAN,2006,12.4,28.6,19.8,15.6,3.86,213.6,12.78, 96
5,JAN,2006, 8.8,25.4,18.6, 0.0,1.81,127.2, 6.02, 97
6,JAN,2006,14.0,27.8,17.8, 0.0,0.49,   72,15.04, 94
7,JAN,2006,17.4,29.9,19.7, 0.4, 3.2, 86.4,31.58, 88
8,JAN,2006,22.8,32.0,19.4,24.0, -99,100.8,57.14, 88
9,JAN,2006,24.0,33.9,20.1, 4.1,3.85,148.8,85.71, 87
10,JAN,2006,23.6,33.5,19.4, 0.0,7.57,  216,84.96, 77
11,JAN,2006,24.1,33.9,19.8,19.0, -99,  144, 81.2, 84
12,JAN,2006,18.8,31.8,18.5, 0.0,4.77,127.2,53.38, 83
13,JAN,2006,24.1,33.0,18.8, 0.0,6.27, 74.4,62.41, 77
14,JAN,2006,23.3,32.6,21.0, 0.0,6.52, 88.8,58.65, 73
15,JAN,2006,19.5,33.5,20.0, 0.0,6.39, 86.4,41.35, 74
16,JAN,2006,26.7,34.8,20.4, 0.0,8.91,175.2,90.15, 73
17,JAN,2006,24.9,35.2,18.3, 0.0,9.11,  276,87.88, 66
18,JAN,2006,20.7,33.9,19.3,14.6,8.29,199.2,68.94, 82
19,JAN,2006,18.6,31.7,19.3, 0.0,5.32,170.4,37.88, 87
20,JAN,2006,21.3,32.5,20.6, 0.0, 5.2,   96,   50, 80
21,JAN,2006,25.7,33.2,19.7, 0.0,7.31, 86.4,71.21, 72
22,JAN,2006,25.4,34.2,20.5, 0.0,7.58,   96,68.94, 68
23,JAN,2006,20.4,33.0,20.9, 0.0,6.55,  204,53.03, 84
24,JAN,2006,20.9,34.7,18.7, 0.0,6.59,165.6,48.85, 74
25,JAN,2006,22.4,36.5,19.8, 4.0,8.65,213.6,69.47, 72
26,JAN,2006,20.5,32.8,20.4, 0.0, 5.9,  204,55.73, 77
27,JAN,2006, 6.2,25.8,21.0,15.9, -99,134.4,    0, 97
28,JAN,2006,14.3,28.8,19.6, 4.6,4.86,112.8,16.79, 86
29,JAN,2006, 9.1,25.5,20.0,32.3, -99, 52.8,    0, 96
30,JAN,2006,15.0,28.6,20.0, 9.3,2.55,151.2,   20, 92
31,JAN,2006,22.4,31.4,18.6, 0.4, 5.6,141.6,   70, 77
1,FEV,2006,25.3,31.9,17.2, 0.0, 7.6,165.6,84.62, 80
2,FEV,2006,22.3,33.6,18.0, 0.6,5.36,  132,70.77, 77
3,FEV,2006,24.5,31.9,18.6, 0.0,6.76, 81.6,69.23, 76
4,FEV,2006,23.0,32.9,19.9, 1.5, -99, 98.4,61.54, 79
5,FEV,2006,18.0,32.8,20.1, 0.0, -99, 98.4,37.98, 83
6,FEV,2006,22.7,35.5,20.9, 0.0,7.29,  144,77.52, 91
7,FEV,2006,22.1,33.8,21.4, 4.6,7.09,172.8,55.81, 83
8,FEV,2006,20.5,32.0,20.8,18.8,4.37,  132,46.51, 84
9,FEV,2006,17.2,29.9,20.9, 4.7, 4.3,134.4,23.26, 90
10,FEV,2006,10.7,27.8,20.4,18.0,1.66,115.2, 2.33, 96
11,FEV,2006, 7.4,25.0,19.5,17.2,0.26,   96,    0, 97
12,FEV,2006, 9.0,26.1,19.4,11.9, 1.7, 79.2,    0, 93
13,FEV,2006,14.7,30.0,19.3, 0.0,2.08,  144,19.53, 88
14,FEV,2006,21.6,31.2,18.9,15.6,4.76,189.6,44.53, 86
15,FEV,2006,21.5,33.1,19.2,43.7, -99,220.8,64.84, 86
16,FEV,2006, 9.5,27.0,19.3, 0.3,0.43, 86.4, 1.57, 93
17,FEV,2006,12.0,26.5,21.0, 4.0,4.19,   84, 8.66, 93
18,FEV,2006,10.8,27.7,20.9, 2.1,2.12, 69.6, 2.36, 90
19,FEV,2006,16.2,31.8,19.2, 0.0,2.11, 86.4,29.13, 80
20,FEV,2006, 9.8,28.7,20.3, 1.4,2.37, 98.4, 0.79, 93
21,FEV,2006,13.6,29.7,19.0,31.5,2.56,146.4, 7.94, 93
22,FEV,2006,21.0,30.0,17.4, 0.0,3.15,  168,43.65, 85
23,FEV,2006,22.9,31.5,19.7, 0.0, 6.4,  180,79.37, 80
24,FEV,2006,13.1,27.5,19.8, 0.3,3.28,127.2,14.29, 89
25,FEV,2006,14.9,29.6,20.2, 0.0,4.22,146.4,23.02, 85
26,FEV,2006,22.0,29.4,19.4, 0.0,6.93,158.4,   60, 87
27,FEV,2006,17.5,30.9,17.7, 0.0,4.82,  108, 36.8, 82
28,FEV,2006,18.8,31.7,19.6, 0.0,4.96,  108, 43.2, 82
1,MAR,2006,19.9,32.6,19.6, 0.0,4.71, 88.8, 58.4, 79
2,MAR,2006,17.4,34.0,19.8, 0.0,4.98,  132, 63.2, 80
3,MAR,2006,18.3,33.7,20.2, 0.0,4.88, 86.4,   50, 82
4,MAR,2006,17.9,33.9,20.7,26.8, -99, 69.6,47.58, 83
5,MAR,2006,15.9,29.0,20.3, 1.2,1.27,124.8,36.29, 90
6,MAR,2006,20.0,31.5,22.1,15.1,7.52,292.8, 62.1, 86
7,MAR,2006,12.9,28.4,18.5, 0.1, 2.2,110.4,22.76, 92
8,MAR,2006,25.4,31.6,18.1, 0.0,5.82,175.2,83.74, 78
9,MAR,2006,24.9,33.0,18.3, 0.0,6.13,146.4, 81.3, 76
10,MAR,2006,10.2,31.0,19.8,25.9, -99, 91.2, 5.69, 84
11,MAR,2006,20.1,29.0,18.8, 0.0,2.03,316.8,60.16, 78
12,MAR,2006,20.5,28.8,17.6, 0.0, 5.5,256.8,63.11, 78
13,MAR,2006,22.0,33.1,17.8, 0.0, 5.2,211.2,75.41, 74
14,MAR,2006,21.7,32.3,17.0, 0.0,6.23,187.2,75.41, 76
15,MAR,2006,19.0,31.8,18.0, 1.7,3.85,105.6,63.93, 81
16,MAR,2006,18.8,31.9,20.4, 0.0,3.42,148.8,45.45, 83
17,MAR,2006,18.8,30.8,19.2, 0.0,4.71, 64.8,53.72, 76
18,MAR,2006,19.8,31.9,20.1, 0.0,5.76,   96, 59.5, 75
19,MAR,2006,17.2,31.4,19.1, 0.0,4.39,   84,44.63, 82
20,MAR,2006,20.9,32.2,20.5, 0.0,4.44,148.8,67.77, 82
21,MAR,2006,18.4,30.0,20.2, 0.0,5.44,  156,43.33, 80
22,MAR,2006,13.2,31.0,19.8, 7.7,3.34,115.2,31.67, 92
23,MAR,2006, 8.6,31.0,20.2, 9.8,1.53,136.8,11.67, 95
24,MAR,2006,12.6,31.6,19.2,21.3, 6.4,105.6,19.17, 90
25,MAR,2006,13.8,30.2,20.4,13.9, 3.8, 57.6,26.05, 88
26,MAR,2006,11.0,26.3,19.6, 0.0,0.27,211.2,10.08, 83
27,MAR,2006,19.6,31.1,19.2, 0.0,4.12,  204,63.03, 78
28,MAR,2006,20.5,32.0,19.0, 0.5,5.12,117.6,78.15, 77
29,MAR,2006, 7.5,25.9,20.8,30.0, -99,172.8, 2.54, 89
30,MAR,2006,16.6,30.2,17.9, 0.0, 5.5,247.2,49.15, 85
31,MAR,2006,18.8,29.5,16.4, 0.0,4.39,206.4,55.08, 83
1,ABR,2006,19.2,29.9,18.0, 0.0,3.28,220.8,75.42, 79
2,ABR,2006,18.3,29.4,17.1, 0.0, 3.3,177.6,68.64, 80
3,ABR,2006,16.4,28.4,17.4, 0.0,4.61,280.8,60.68, 79
4,ABR,2006,18.4,30.2,14.8, 0.0,4.31,194.4,59.83, 78
5,ABR,2006,13.4,27.9,15.1, 0.0,1.59, 88.8, 8.55, 83
6,ABR,2006, 7.2,27.5,19.2,16.6,0.72, 81.6, 2.56, 95
7,ABR,2006, 9.2,26.8,17.8, 2.0, -99, 43.2,10.34, 92
8,ABR,2006,11.2,26.7,18.8, 0.1,0.64,  108,23.28, 91
9,ABR,2006,13.8,30.1,17.8, 8.8, -99, 81.6,40.52, 89
10,ABR,2006,20.0,29.1,17.3, 0.0,5.46,182.4, 81.9, 84
11,ABR,2006,20.5,27.8,17.6, 0.0,5.89,223.2,86.21, 76
12,ABR,2006,19.3,30.5,15.8, 0.0, 4.3,124.8, 88.7, 75
13,ABR,2006,17.7,29.6,15.1, 0.0,4.49, 74.4,66.96, 75
14,ABR,2006,18.5,29.7,15.4, 0.0,4.57,   84,72.17, 75
15,ABR,2006,13.9,28.5,15.6, 0.0,2.88, 57.6,41.74, 77
16,ABR,2006, 5.4,22.2,18.4, 5.5, -99,110.4,    0, 70
17,ABR,2006, 9.6,23.1,18.3, 0.0,3.27,364.8, 7.02, 83
18,ABR,2006,17.9,24.4,15.1, 0.0, 5.3,297.6,73.68, 81
19,ABR,2006,19.0,26.9,12.7, 0.0,4.98,259.2,85.96, 77
20,ABR,2006,16.7,27.2,12.4, 0.0,3.11, 86.4,60.53, 74
21,ABR,2006,17.6,28.2,11.6, 0.7,4.06, 98.4,67.26, 70
22,ABR,2006,15.7,29.8,17.4, 0.0,3.98,127.2,53.98, 78
23,ABR,2006,15.3,29.0,16.1, 0.0,4.27,  108,51.33, 80
24,ABR,2006,19.0,31.4,13.2, 0.0, 3.8,103.2,85.84, 71
25,ABR,2006,16.4,31.4,14.3, 0.0,2.79,139.2,74.34, 80
26,ABR,2006,17.7,31.5,17.1, 0.0,4.93,172.8,85.71, 76
27,ABR,2006,18.2,29.2,16.0, 0.0,5.43,208.8,83.04, 77
28,ABR,2006,17.1,27.3,13.0, 0.0,3.81,  144,64.29, 80
29,ABR,2006,15.9,27.9,12.8, 0.0, 2.8,   72,56.25, 88
30,ABR,2006,14.5,27.4,13.0, 0.0, 3.3, 88.8,46.43, 88
1,MAI,2006,16.3,28.6,12.1, 0.0,3.08,110.4,   75, 83
2,MAI,2006,17.8,28.4,16.1, 0.0,4.48,213.6,81.98, 61
3,MAI,2006,19.6,24.1, 7.3, 0.0,5.33,  156,86.49, 60
4,MAI,2006,18.6,24.5, 4.9, 0.0,3.74,151.2,85.59, 60
5,MAI,2006,15.4,23.9, 6.7, 0.0, 3.2,194.4,69.37, 68
6,MAI,2006,15.9,25.1, 9.8, 0.0,   3,103.2,72.97, 65
7,MAI,2006,12.2,24.5,10.6, 0.0,3.07,153.6,44.55, 68
8,MAI,2006,10.6,26.2,14.6, 0.0,0.98,  168,   30, 86
9,MAI,2006,17.1,26.4,12.2, 0.0,3.36,175.2,63.64, 82
10,MAI,2006,14.9,25.0,10.9, 0.0,2.82,148.8,60.91, 81
11,MAI,2006,18.8,24.0, 9.4, 0.0,5.63,206.4,87.27, 79
12,MAI,2006, 5.6,20.8, 9.8, 0.0,0.36,  120,    0, 85
13,MAI,2006,13.6,23.1, 8.2, 0.0,3.12,129.6,55.96, 83
14,MAI,2006,15.2,24.5, 8.9, 0.0,2.68, 91.2,68.81, 83
15,MAI,2006,16.7,27.4, 9.4, 0.0,3.81,  156,85.32, 69
16,MAI,2006,16.9,27.4, 8.5, 0.0,2.96,146.4, 84.4, 71
17,MAI,2006,16.0,27.4, 8.4, 0.0,3.24, 91.2,75.23, 72
18,MAI,2006,15.8,28.6, 8.8, 0.0,2.44,172.8,79.82, 70
19,MAI,2006,13.7,27.4,10.3, 0.0,3.75,158.4,56.88, 61
20,MAI,2006, 4.6,20.5,11.7, 0.0,0.75, 86.4,    0, 83
21,MAI,2006, 7.9,24.3,13.9, 0.0,1.51, 69.6,11.11, 79
22,MAI,2006, 4.7,19.0,14.6, 1.2,0.29,134.4,    0, 93
23,MAI,2006, 5.8,17.8,15.2, 0.8,0.75,237.6,    0, 97
24,MAI,2006, 7.5,21.6,12.4, 0.0,1.53,283.2,19.44, 84
25,MAI,2006,13.9,26.5,11.7, 0.0,3.04,  132,70.37, 80
26,MAI,2006,13.3,26.0, 9.5, 0.0,0.17,   60,54.63, 78
27,MAI,2006,13.6,27.6,10.6, 0.0,1.15,117.6,56.48, 78
28,MAI,2006,14.1,27.6,10.4, 0.0,3.43,100.8,60.75, 75
29,MAI,2006,13.5,29.2,11.7, 0.0,2.39,122.4,85.05, 75
30,MAI,2006,12.8,30.3,10.5, 0.0,4.28,141.6, 78.5, 73
31,MAI,2006,12.2,29.8,11.5, 0.0,4.07,170.4, 75.7, 71
1,JUN,2006,13.6,27.2,13.9, 0.0,3.77,235.2,87.85, 84
2,JUN,2006,14.1,24.8, 9.8, 0.0,2.99,  156, 72.9, 82
3,JUN,2006,12.3,25.5, 8.7, 0.0, 2.6, 79.2,57.01, 86
4,JUN,2006,13.5,26.8,10.0, 0.0,3.19,105.6,67.29, 78
5,JUN,2006, 5.9,23.8,12.6, 0.0,0.21, 81.6,10.28, 84
6,JUN,2006,11.6,28.6,13.6, 0.0,3.78,112.8,77.57, 84
7,JUN,2006,11.0,28.5,10.7, 0.0,2.28,141.6,67.29, 85
8,JUN,2006,12.5,28.0,10.4, 0.0,3.11,146.4,87.74, 79
9,JUN,2006,13.5,26.5, 9.2, 0.0,3.26,124.8,67.92, 77
10,JUN,2006,10.7,27.6,12.4, 0.0,3.43,141.6, 43.4, 75
11,JUN,2006, 8.7,26.2,11.8, 0.0,2.49,  120,25.47, 83
12,JUN,2006,11.8,26.2,11.5, 0.0, 2.2,  204,76.42, 88
13,JUN,2006,12.0,28.4,10.0, 0.0,2.42,  120,72.64, 84
14,JUN,2006,13.0,26.7, 9.4, 0.0,3.02, 91.2,64.15, 77
15,JUN,2006,13.1,26.6, 8.2, 0.0,3.03,103.2,64.15, 75
16,JUN,2006,12.5,25.5, 9.2, 0.0,3.12,172.8,58.49, 80
17,JUN,2006,11.5,24.7, 7.9, 0.0,1.67, 88.8,   50, 85
18,JUN,2006,12.0,26.9, 9.7, 0.0,2.46, 93.6,55.66, 84
19,JUN,2006,12.2,28.0,10.1, 0.0, 2.1,  144,70.75, 82
20,JUN,2006,13.1,28.5, 9.5, 0.0,4.55,220.8,87.74, 74
21,JUN,2006,12.7,28.7,10.0, 0.0,2.33,220.8,87.74, 72
22,JUN,2006,12.6,29.0,10.1, 0.0,5.04,117.6,83.02, 70
23,JUN,2006,11.6,27.3, 9.0, 0.0,2.79,117.6,33.96, 85
24,JUN,2006,13.3,27.2,12.2, 0.0,2.34, 88.8,46.23, 82
25,JUN,2006,11.8,28.2,11.2, 0.0,3.11,160.8,35.85, 76
26,JUN,2006, 4.1,22.3,16.7,18.6, -99,  288,14.15, 92
27,JUN,2006,14.1,20.8,10.4, 0.0, 4.6,259.2,89.62, 82
28,JUN,2006,13.8,20.4, 6.3, 0.0,2.43,  288,80.19, 83
29,JUN,2006,12.5,24.0, 6.0, 0.0,3.54,129.6,69.81, 86
30,JUN,2006,12.4,25.3, 8.0, 0.0,1.62, 69.6,58.49, 86
1,JUL,2006,10.3,25.0,10.4, 0.0,1.97, 64.8,34.91, 91
2,JUL,2006, 2.4,18.2,13.3, 0.5,0.62,   60,    0, 96
3,JUL,2006,11.6,24.9, 9.3, 0.0,2.62,100.8,70.75, 90
4,JUL,2006,12.1,26.0, 7.8, 0.0,2.89,  180,65.09, 88
5,JUL,2006,12.8,26.8, 7.8, 0.0,2.33,153.6,89.62, 82
6,JUL,2006,12.2,27.4, 7.3, 0.0,2.87,117.6,86.92, 82
7,JUL,2006,13.3,28.1, 8.5, 0.0,3.04, 81.6,60.75, 77
8,JUL,2006,13.1,29.6,11.1, 0.0,3.39,117.6,58.88, 73
9,JUL,2006,11.3,29.8,13.7, 0.0,4.61,  204,42.99, 72
10,JUL,2006, 7.9,21.2,16.0, 7.9,1.24,196.8,18.69, 94
11,JUL,2006,11.7,28.5,11.6, 0.0,4.44,134.4,66.36, 91
12,JUL,2006,12.5,29.6,12.8, 0.0,2.18,201.6,85.98, 81
13,JUL,2006,13.3,28.8,10.8, 0.0,3.24,  180,87.85, 77
14,JUL,2006,13.5,27.5, 9.8, 0.0,3.05,127.2,61.68, 77
15,JUL,2006,13.1,25.2,11.2, 0.0,3.74,153.6,57.94, 79
16,JUL,2006,14.4,25.2,10.6, 0.0,3.65,127.2,69.16, 78
17,JUL,2006,13.3,27.2, 8.3, 0.0,2.24,  108,82.41, 77
18,JUL,2006,13.1,27.8, 8.4, 0.0, 4.4,146.4,81.48, 75
19,JUL,2006,13.2,27.4, 8.5, 0.0,2.87,  204,85.19, 74
20,JUL,2006,12.8,28.4, 8.5, 0.0,3.65,  168,86.11, 75
21,JUL,2006,13.3,28.8, 8.4, 0.0,3.18,141.6,59.26, 73
22,JUL,2006,14.4,30.1,10.4, 0.0,4.12,148.8,67.59, 66
23,JUL,2006,14.5,31.2, 9.8, 0.0,4.13,  108,69.44, 63
24,JUL,2006,13.1,32.3,12.2, 0.0,4.42,194.4,87.96, 63
25,JUL,2006,13.6,32.2,11.7, 0.0,5.12,218.4,76.15, 63
26,JUL,2006,12.7,31.9,10.4, 0.0, 4.6,223.2,74.31, 63
27,JUL,2006,12.1,32.8, 9.7, 0.0,4.68,  228,75.23, 64
28,JUL,2006,12.0,33.0,13.7, 5.0,4.28,170.4,48.62, 61
29,JUL,2006, 4.5,23.6,15.2, 2.6,1.28,112.8,    0, 96
30,JUL,2006, 3.1,15.5,11.7,12.4, 1.1,211.2,    0, 96
31,JUL,2006, 2.6,15.3,11.8, 4.0,0.82,151.2,    0, 99
1,AGO,2006, 8.7,22.0,12.0, 0.0,1.68,112.8,26.36, 97
2,AGO,2006, 8.1,22.4,10.7, 0.0,2.06,184.8,16.36, 96
3,AGO,2006,13.8,26.3, 9.9, 0.0,1.85,127.2,77.27, 90
4,AGO,2006,14.1,27.5,10.5, 0.0,2.61, 64.8,51.82, 85
5,AGO,2006,15.0,29.5,12.3, 0.0,3.66, 91.2,58.18, 76
6,AGO,2006,15.5,30.9,12.8, 0.0,4.41, 86.4,61.82, 70
7,AGO,2006,14.2,32.2,11.7, 0.0, 3.9,175.2,85.59, 68
8,AGO,2006,15.2,31.6,12.0, 0.0,4.35,242.4,85.59, 67
9,AGO,2006,12.8,30.2,10.5, 0.0,6.34,259.2,58.56, 60
10,AGO,2006,13.9,33.0,14.0, 0.0,5.04,158.4,71.17, 62
11,AGO,2006,15.0,31.8,13.2, 0.0,5.18, 88.8,57.66, 62
12,AGO,2006,14.0,30.9,13.6, 0.0,4.37, 91.2,   50, 62
13,AGO,2006,15.3,31.5,13.7, 0.0,4.86, 98.4,58.93, 64
14,AGO,2006,14.3,32.8,12.9, 0.0,5.88,254.4,83.93, 61
15,AGO,2006,13.8,34.2,15.0, 0.0,5.86,  204,   75, 57
16,AGO,2006,14.6,35.0,13.7, 0.0,5.61,225.6,84.82, 56
17,AGO,2006,13.8,33.8,15.0, 0.0,6.61,211.2,78.57, 78
18,AGO,2006,14.4,31.1,14.3, 0.0,4.32,139.2,51.33, 80
19,AGO,2006,13.1,29.1,14.9, 0.0,3.86,129.6,42.48, 81
20,AGO,2006,14.4,27.8,13.4, 0.0,4.77,134.4,51.33, 72
21,AGO,2006,16.9,24.0,10.4, 0.0,5.69,  228,87.61, 67
22,AGO,2006,17.6,25.4, 5.7, 0.0,4.13,  132,86.73, 63
23,AGO,2006,16.9,29.0, 5.1, 0.0,4.52,141.6,87.72, 61
24,AGO,2006,16.4,32.0, 7.8, 0.0, 3.8,136.8,83.33, 57
25,AGO,2006,16.6,31.9,10.7, 0.0,5.36, 74.4,67.54, 57
26,AGO,2006,16.8,32.7,12.1, 9.3, -99,201.6,68.42, 55
27,AGO,2006,16.1,25.9,17.0, 0.0, 2.4,256.8,62.61, 85
28,AGO,2006,14.4,28.5,14.9, 0.0,4.03,  180,66.09, 69
29,AGO,2006,11.8,19.7,14.0, 0.0,4.06,412.8,34.78, 75
30,AGO,2006,18.8,26.4, 7.0, 0.0,6.67,283.2,84.35, 66
31,AGO,2006,15.3,31.6, 8.9, 8.1, 5.2,  228,75.65, 64
1,SET,2006,10.1,27.2,14.8,14.2,   4,  216,10.34, 89
2,SET,2006,11.5,25.0,15.7, 0.0, 1.4,189.6,19.83, 82
3,SET,2006,19.7,25.9,16.0, 0.0,5.77,196.8,70.69, 59
4,SET,2006,16.1,24.4,12.6, 0.0,4.72,244.8,   75, 70
5,SET,2006,20.9,20.0, 6.2, 0.0,6.05,307.2,89.66, 58
6,SET,2006,20.8,22.3, 4.3, 0.0,4.68,292.8,76.92, 64
7,SET,2006,19.7,26.6,10.1, 0.0,5.39,172.8,70.09, 66
8,SET,2006,19.2,29.5,10.0, 0.0,5.28,105.6,67.52, 59
9,SET,2006,17.0,29.1,13.0, 0.0,6.08,  180,52.99, 54
10,SET,2006,12.2,28.2,16.3, 0.0, 3.5, 64.8,22.88, 67
11,SET,2006,17.7,34.4,13.9, 0.0,5.16,163.2,86.44, 53
12,SET,2006,17.7,35.4,15.0, 0.0,7.27,177.6,85.59, 48
13,SET,2006,16.9,36.0,15.0, 0.0,   7,177.6,86.44, 50
14,SET,2006,18.2,36.0,16.0, 0.0,8.89,  228,85.59, 45
15,SET,2006,19.2,37.2,14.8, 0.0,8.58,189.6,65.55, 49
16,SET,2006, 6.4,26.6,16.1,13.3, -99,307.2,    0, 83
17,SET,2006,11.0,24.6,14.8,11.8, 3.6,151.2,15.97, 84
18,SET,2006,13.9,26.5,15.4, 0.4,2.26,206.4,54.62, 78
19,SET,2006,17.3,29.4,12.2, 0.0,   6,189.6,   65, 66
20,SET,2006, 6.7,28.2,14.0, 9.9,2.21,261.6, 1.67, 87
21,SET,2006,15.1,27.7,12.6, 0.0,5.12,170.4,56.67, 73
22,SET,2006,12.9,26.7,13.7, 0.0,3.04, 81.6, 27.5, 69
23,SET,2006,16.6,30.3,14.0, 4.5,3.89,194.4,48.76, 72
24,SET,2006, 7.9,21.3,14.1, 0.0,0.39,213.6,    0, 79
25,SET,2006,19.6,27.5,13.0, 0.0,4.63,304.8,86.78, 71
26,SET,2006,21.3,28.0,12.1, 0.0,7.21,331.2,86.78, 69
27,SET,2006,19.6,31.8,13.8, 0.0,5.91,194.4,77.69, 61
28,SET,2006,19.1,31.0,13.1, 0.0,5.57,  180,73.77, 59
29,SET,2006,12.1,27.4,14.5, 0.0,2.24,  216,22.13, 70
30,SET,2006, 7.7,24.2,17.2, 0.6,0.83,  288,    0, 78
1,OUT,2006, 6.7,24.1,16.7,11.0, -99, 55.2,    0, 87
2,OUT,2006,16.4,30.0,18.1, 0.0,4.82,182.4,63.41, 84
3,OUT,2006,18.5,31.8,17.2, 0.0,4.41,  204,63.41, 84
4,OUT,2006,18.9,33.7,15.8,11.5,6.66,151.2,63.41, 82
5,OUT,2006,14.1,31.2,17.5,17.5, 3.8,249.6,60.98, 85
6,OUT,2006,17.6,28.2,18.0, 1.2, 3.6,  132,30.08, 91
7,OUT,2006,12.9,27.7,19.7, 0.0,1.83, 93.6, 8.06, 92
8,OUT,2006,23.2,29.2,17.1, 0.0,5.63,  216,55.65, 81
9,OUT,2006,17.9,32.0,17.0, 0.0,4.85,175.2,74.19, 79
